case_id,date,store_id,sku_id,severity,demand_anomaly_score,shrinkage_score,root_cause,agent_action,human_required
CASE02653,2026-06-02,STORE02,SKU056,0.849,0.888,0.545,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02654,2026-06-02,STORE03,SKU036,0.657,0.728,0.598,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02655,2026-06-02,STORE03,SKU088,0.566,0.639,0.507,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02656,2026-06-02,STORE04,SKU069,0.592,0.431,0.451,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02657,2026-06-02,STORE05,SKU009,0.675,0.897,0.494,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02658,2026-06-02,STORE05,SKU043,0.543,0.422,0.369,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02659,2026-06-02,STORE05,SKU051,0.549,0.267,0.507,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02660,2026-06-02,STORE05,SKU058,0.763,0.353,0.825,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02661,2026-06-02,STORE05,SKU061,0.826,0.815,0.562,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02662,2026-06-03,STORE01,SKU020,0.602,0.656,0.558,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02663,2026-06-03,STORE01,SKU044,0.735,0.792,0.416,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02664,2026-06-03,STORE01,SKU062,0.833,0.307,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02665,2026-06-03,STORE01,SKU083,0.492,0.61,0.396,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02666,2026-06-03,STORE01,SKU100,0.418,0.129,0.654,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02667,2026-06-03,STORE02,SKU019,0.624,0.177,0.99,expired_disposal,Check disposal log before replenishment.,0
CASE02668,2026-06-03,STORE02,SKU025,0.734,0.237,0.867,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02669,2026-06-03,STORE02,SKU036,0.603,0.659,0.558,expired_disposal,Check disposal log before replenishment.,0
CASE02670,2026-06-03,STORE02,SKU056,0.35,0.22,0.456,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02671,2026-06-03,STORE02,SKU071,0.836,0.39,0.929,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02672,2026-06-03,STORE03,SKU013,0.513,0.169,0.521,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02673,2026-06-03,STORE03,SKU017,0.551,0.198,0.84,expired_disposal,Check disposal log before replenishment.,0
CASE02674,2026-06-03,STORE03,SKU027,0.551,0.198,0.839,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02675,2026-06-03,STORE03,SKU044,0.497,0.43,0.552,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02676,2026-06-03,STORE03,SKU085,0.398,0.167,0.314,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02677,2026-06-03,STORE03,SKU095,0.673,0.58,0.476,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02678,2026-06-03,STORE04,SKU056,0.352,0.288,0.405,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02679,2026-06-03,STORE04,SKU094,0.447,0.394,0.491,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02680,2026-06-03,STORE05,SKU067,0.667,0.685,0.38,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02681,2026-06-04,STORE01,SKU003,0.828,0.628,0.718,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02682,2026-06-04,STORE01,SKU006,0.596,0.471,0.425,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02683,2026-06-04,STORE01,SKU013,0.613,0.29,0.604,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02684,2026-06-04,STORE01,SKU033,0.713,0.649,0.765,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02685,2026-06-04,STORE01,SKU051,0.498,0.616,0.401,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02686,2026-06-04,STORE01,SKU060,0.785,0.883,0.705,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02687,2026-06-04,STORE01,SKU061,0.442,0.225,0.619,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02688,2026-06-04,STORE01,SKU072,0.714,0.792,0.377,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02689,2026-06-04,STORE01,SKU090,0.737,0.622,0.558,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02690,2026-06-04,STORE02,SKU016,0.894,0.444,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02691,2026-06-04,STORE02,SKU021,0.353,0.315,0.384,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02692,2026-06-04,STORE02,SKU032,0.801,0.808,0.523,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02693,2026-06-04,STORE02,SKU070,0.579,0.675,0.5,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02694,2026-06-04,STORE02,SKU079,0.682,0.544,0.522,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02695,2026-06-04,STORE03,SKU011,0.83,0.308,0.984,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02696,2026-06-04,STORE03,SKU017,0.96,0.591,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02697,2026-06-04,STORE03,SKU066,0.944,0.948,0.668,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02698,2026-06-04,STORE03,SKU072,0.771,0.797,0.477,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02699,2026-06-04,STORE04,SKU028,0.576,0.865,0.34,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02700,2026-06-04,STORE04,SKU046,0.472,0.57,0.392,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02701,2026-06-04,STORE04,SKU047,0.445,0.375,0.502,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02702,2026-06-04,STORE04,SKU060,0.575,0.526,0.615,expired_disposal,Check disposal log before replenishment.,0
CASE02703,2026-06-04,STORE04,SKU068,0.357,0.383,0.336,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02704,2026-06-04,STORE04,SKU090,0.334,0.166,0.471,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02705,2026-06-04,STORE04,SKU097,0.518,0.462,0.292,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02706,2026-06-04,STORE05,SKU009,0.522,0.706,0.372,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02707,2026-06-04,STORE05,SKU010,0.625,0.931,0.374,expired_disposal,Check disposal log before replenishment.,0
CASE02708,2026-06-04,STORE05,SKU047,0.68,0.577,0.764,expired_disposal,Check disposal log before replenishment.,0
CASE02709,2026-06-05,STORE01,SKU045,0.367,0.333,0.395,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02710,2026-06-05,STORE01,SKU056,0.631,0.192,0.99,expired_disposal,Check disposal log before replenishment.,0
CASE02711,2026-06-05,STORE01,SKU074,0.501,0.235,0.446,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02712,2026-06-05,STORE02,SKU006,0.782,0.691,0.857,expired_disposal,Check disposal log before replenishment.,1
CASE02713,2026-06-05,STORE02,SKU025,0.636,0.594,0.671,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02714,2026-06-05,STORE03,SKU023,1.093,0.885,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02715,2026-06-05,STORE03,SKU040,0.544,0.479,0.597,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02716,2026-06-05,STORE03,SKU082,0.405,0.247,0.534,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02717,2026-06-05,STORE03,SKU090,0.611,0.548,0.662,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02718,2026-06-05,STORE04,SKU032,0.457,0.206,0.39,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02719,2026-06-05,STORE04,SKU033,0.358,0.354,0.361,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02720,2026-06-05,STORE04,SKU047,0.355,0.312,0.39,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02721,2026-06-05,STORE04,SKU059,0.476,0.278,0.638,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02722,2026-06-05,STORE04,SKU074,0.38,0.241,0.494,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02723,2026-06-05,STORE04,SKU081,0.476,0.554,0.412,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02724,2026-06-06,STORE01,SKU034,0.817,0.816,0.545,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02725,2026-06-06,STORE01,SKU047,0.554,0.617,0.502,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02726,2026-06-06,STORE01,SKU050,0.462,0.139,0.454,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02727,2026-06-06,STORE02,SKU065,0.316,0.175,0.432,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02728,2026-06-06,STORE02,SKU067,0.624,0.275,0.636,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02729,2026-06-06,STORE02,SKU078,0.888,0.891,0.613,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02730,2026-06-06,STORE02,SKU096,0.346,0.109,0.539,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02731,2026-06-06,STORE03,SKU001,0.676,0.65,0.424,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02732,2026-06-06,STORE03,SKU062,0.547,0.766,0.368,expired_disposal,Check disposal log before replenishment.,0
CASE02733,2026-06-06,STORE04,SKU053,0.303,0.161,0.42,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02734,2026-06-06,STORE04,SKU088,0.478,0.137,0.485,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02735,2026-06-06,STORE04,SKU099,0.638,0.883,0.437,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02736,2026-06-06,STORE05,SKU008,0.464,0.206,0.402,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02737,2026-06-06,STORE05,SKU072,0.784,0.778,0.516,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02738,2026-06-07,STORE01,SKU007,0.869,0.784,0.939,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02739,2026-06-07,STORE01,SKU069,0.546,0.527,0.562,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02740,2026-06-07,STORE01,SKU085,0.613,0.297,0.599,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02741,2026-06-07,STORE02,SKU098,0.391,0.146,0.592,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02742,2026-06-07,STORE03,SKU012,0.326,0.138,0.479,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02743,2026-06-07,STORE04,SKU001,0.554,0.536,0.296,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02744,2026-06-07,STORE04,SKU030,0.924,0.509,0.99,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02745,2026-06-07,STORE04,SKU085,0.625,0.449,0.496,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02746,2026-06-07,STORE05,SKU006,0.884,0.811,0.943,expired_disposal,Check disposal log before replenishment.,1
CASE02747,2026-06-07,STORE05,SKU014,0.515,0.778,0.299,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02748,2026-06-07,STORE05,SKU050,0.424,0.147,0.651,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02749,2026-06-08,STORE02,SKU009,0.884,0.428,0.984,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02750,2026-06-08,STORE02,SKU010,0.579,0.688,0.49,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02751,2026-06-08,STORE02,SKU079,0.495,0.452,0.531,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02752,2026-06-08,STORE02,SKU096,0.729,0.724,0.461,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02753,2026-06-08,STORE03,SKU021,0.679,0.856,0.535,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02754,2026-06-08,STORE03,SKU037,0.742,0.438,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02755,2026-06-08,STORE03,SKU099,0.491,0.356,0.329,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02756,2026-06-08,STORE04,SKU100,0.594,0.246,0.606,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02757,2026-06-08,STORE05,SKU028,0.665,0.215,0.761,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02758,2026-06-08,STORE05,SKU053,0.426,0.55,0.324,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02759,2026-06-08,STORE05,SKU063,0.539,0.309,0.455,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02760,2026-06-08,STORE05,SKU074,0.538,0.36,0.684,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02761,2026-06-08,STORE05,SKU081,0.503,0.216,0.465,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02762,2026-06-09,STORE01,SKU069,0.808,0.347,0.912,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02763,2026-06-09,STORE02,SKU020,0.315,0.209,0.401,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02764,2026-06-09,STORE02,SKU065,0.565,0.123,0.653,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02765,2026-06-09,STORE02,SKU068,0.758,0.89,0.65,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02766,2026-06-09,STORE03,SKU012,0.411,0.443,0.385,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02767,2026-06-09,STORE03,SKU048,0.816,0.618,0.705,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02768,2026-06-09,STORE03,SKU091,0.456,0.685,0.268,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02769,2026-06-09,STORE04,SKU068,0.875,0.666,0.773,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02770,2026-06-09,STORE04,SKU081,0.794,0.739,0.566,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02771,2026-06-09,STORE05,SKU006,0.556,0.634,0.493,expired_disposal,Check disposal log before replenishment.,0
CASE02772,2026-06-09,STORE05,SKU068,0.49,0.328,0.623,expired_disposal,Check disposal log before replenishment.,0
CASE02773,2026-06-09,STORE05,SKU080,0.458,0.246,0.358,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02774,2026-06-09,STORE05,SKU083,0.642,0.894,0.436,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02775,2026-06-09,STORE05,SKU088,0.663,0.414,0.594,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02776,2026-06-10,STORE01,SKU009,0.596,0.593,0.598,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02777,2026-06-10,STORE01,SKU017,0.488,0.385,0.573,camera_error,Re-run CV from alternate snapshot and lower confidence.,0
CASE02778,2026-06-10,STORE01,SKU055,0.786,0.748,0.817,misplacement,Check planogram slot and re-run vision after shelf correction.,1
CASE02779,2026-06-10,STORE01,SKU070,0.712,0.372,0.99,misplacement,Check planogram slot and re-run vision after shelf correction.,0
CASE02780,2026-06-10,STORE02,SKU001,0.87,0.889,0.581,theft_suspected,"Freeze auto-order, request staff verification, preserve snapshot.",1
CASE02781,2026-06-10,STORE03,SKU006,0.634,0.579,0.679,misplacement,Check planogram slot and re-run vision after shelf correction.,0
